Country Name,Country Code,Topic,% of available indicators,Year
Virgin Islands (U.S.),VIR,Assets,0.000,1960
Virgin Islands (U.S.),VIR,Assets,0.000,1961
Virgin Islands (U.S.),VIR,Assets,0.000,1962
Virgin Islands (U.S.),VIR,Assets,0.000,1963
Virgin Islands (U.S.),VIR,Assets,0.000,1964
Virgin Islands (U.S.),VIR,Assets,0.000,1965
Virgin Islands (U.S.),VIR,Assets,0.000,1966
Virgin Islands (U.S.),VIR,Assets,0.000,1967
Virgin Islands (U.S.),VIR,Assets,0.000,1968
Virgin Islands (U.S.),VIR,Assets,0.000,1969
Virgin Islands (U.S.),VIR,Assets,0.000,1970
Virgin Islands (U.S.),VIR,Assets,0.000,1971
Virgin Islands (U.S.),VIR,Assets,0.000,1972
Virgin Islands (U.S.),VIR,Assets,0.000,1973
Virgin Islands (U.S.),VIR,Assets,0.000,1974
Virgin Islands (U.S.),VIR,Assets,0.000,1975
Virgin Islands (U.S.),VIR,Assets,0.000,1976
Virgin Islands (U.S.),VIR,Assets,0.000,1977
Virgin Islands (U.S.),VIR,Assets,0.000,1978
Virgin Islands (U.S.),VIR,Assets,0.000,1979
Virgin Islands (U.S.),VIR,Assets,0.000,1980
Virgin Islands (U.S.),VIR,Assets,0.000,1981
Virgin Islands (U.S.),VIR,Assets,0.000,1982
Virgin Islands (U.S.),VIR,Assets,0.000,1983
Virgin Islands (U.S.),VIR,Assets,0.000,1984
Virgin Islands (U.S.),VIR,Assets,0.000,1985
Virgin Islands (U.S.),VIR,Assets,0.000,1986
Virgin Islands (U.S.),VIR,Assets,0.000,1987
Virgin Islands (U.S.),VIR,Assets,0.000,1988
Virgin Islands (U.S.),VIR,Assets,0.000,1989
Virgin Islands (U.S.),VIR,Assets,0.000,1990
Virgin Islands (U.S.),VIR,Assets,0.000,1991
Virgin Islands (U.S.),VIR,Assets,0.000,1992
Virgin Islands (U.S.),VIR,Assets,0.000,1993
Virgin Islands (U.S.),VIR,Assets,0.000,1994
Virgin Islands (U.S.),VIR,Assets,0.000,1995
Virgin Islands (U.S.),VIR,Assets,0.000,1996
Virgin Islands (U.S.),VIR,Assets,0.000,1997
Virgin Islands (U.S.),VIR,Assets,0.000,1998
Virgin Islands (U.S.),VIR,Assets,0.000,1999
Virgin Islands (U.S.),VIR,Assets,0.000,2000
Virgin Islands (U.S.),VIR,Assets,0.000,2001
Virgin Islands (U.S.),VIR,Assets,0.000,2002
Virgin Islands (U.S.),VIR,Assets,0.000,2003
Virgin Islands (U.S.),VIR,Assets,0.000,2004
Virgin Islands (U.S.),VIR,Assets,0.000,2005
Virgin Islands (U.S.),VIR,Assets,0.000,2006
Virgin Islands (U.S.),VIR,Assets,0.000,2007
Virgin Islands (U.S.),VIR,Assets,0.000,2008
Virgin Islands (U.S.),VIR,Assets,0.000,2009
Virgin Islands (U.S.),VIR,Assets,0.000,2010
Virgin Islands (U.S.),VIR,Assets,0.000,2011
Virgin Islands (U.S.),VIR,Assets,0.000,2012
Virgin Islands (U.S.),VIR,Assets,0.000,2013
Virgin Islands (U.S.),VIR,Assets,0.000,2014
Virgin Islands (U.S.),VIR,Assets,0.000,2015
Virgin Islands (U.S.),VIR,Assets,0.000,2016
Virgin Islands (U.S.),VIR,Assets,0.000,2017
Virgin Islands (U.S.),VIR,Assets,0.000,2018
Virgin Islands (U.S.),VIR,Assets,0.000,2019
Virgin Islands (U.S.),VIR,Assets,0.000,2020
Virgin Islands (U.S.),VIR,Assets,0.000,2021
Virgin Islands (U.S.),VIR,Assets,0.000,2022
Virgin Islands (U.S.),VIR,Assets,0.000,2023
Virgin Islands (U.S.),VIR,Children 0-14,10.769,1960
Virgin Islands (U.S.),VIR,Children 0-14,10.769,1961
Virgin Islands (U.S.),VIR,Children 0-14,10.769,1962
Virgin Islands (U.S.),VIR,Children 0-14,10.769,1963
